datdep,ptcar_lg_nm_nl,delay_arr,delay_dep,circ_typ,train_serv,mois
30NOV2025,LOKEREN-OOST,1.18,1.18,1,SNCB/NMBS,2025-11
10NOV2025,ERPS-KWERPS,0.13,0.13,1,SNCB/NMBS,2025-11
14NOV2025,BRAINE-LE-COMTE,9.7,9.5,1,SNCB/NMBS,2025-11
01NOV2025,BAASRODE-ZUID,2.58,2.58,1,SNCB/NMBS,2025-11
19NOV2025,ANGLEUR,4.38,4.38,1,SNCB/NMBS,2025-11
13NOV2025,JEMEPPE-SUR-SAMBRE,-2.98,-2.98,1,SNCB/NMBS,2025-11
08NOV2025,KORTRIJK,0.2,0.2,1,SNCB/NMBS,2025-11
04NOV2025,COO,1.35,1.12,1,SNCB/NMBS,2025-11
04NOV2025,BRUSSEL-CENTRAAL,0.08,0.52,1,SNCB/NMBS,2025-11
16NOV2025,RHISNES-SAS,-0.28,-0.28,1,SNCB/NMBS,2025-11
03NOV2025,LEUZE,13.25,13.3,1,SNCB/NMBS,2025-11
02NOV2025,PEPINSTER,1.42,1.42,1,SNCB/NMBS,2025-11
09NOV2025,KORTENBERG,0.5,0.5,1,SNCB/NMBS,2025-11
29NOV2025,WELKENRAEDT,1.73,0.18,1,SNCB/NMBS,2025-11
05NOV2025,OOSTKAMP,-3.22,-3.22,1,SNCB/NMBS,2025-11
14NOV2025,RUISBROEK,10.85,10.85,1,SNCB/NMBS,2025-11
20NOV2025,JETTE,1.85,1.88,1,SNCB/NMBS,2025-11
17NOV2025,CHARLEROI-CENTRAL,0.95,0.37,1,SNCB/NMBS,2025-11
27NOV2025,EPPEGEM,-0.9,0.07,1,SNCB/NMBS,2025-11
07NOV2025,BRAINE-L'ALLEUD,-0.43,0.2,1,SNCB/NMBS,2025-11
20NOV2025,JEMAPPES,0.47,0.02,1,SNCB/NMBS,2025-11
27NOV2025,BRUSSEL-KAPELLEKERK,-0.73,-0.73,1,SNCB/NMBS,2025-11
08NOV2025,JEMEPPE-SUR-SAMBRE-MARCHANDISE,3.6,3.6,1,SNCB/NMBS,2025-11
04NOV2025,MARIEMBOURG,2.15,1.35,1,SNCB/NMBS,2025-11
28NOV2025,CHAPOIS,3.87,3.87,1,SNCB/NMBS,2025-11
16NOV2025,ERBISOEUL,0.25,0.27,1,SNCB/NMBS,2025-11
19NOV2025,BRUSSEL-NOORD,1.17,1.07,1,SNCB/NMBS,2025-11
20NOV2025,JEMEPPE-SUR-SAMBRE,-3.95,-3.95,1,SNCB/NMBS,2025-11
06NOV2025,IZEGEM-SAS,0.7,0.7,1,SNCB/NMBS,2025-11
27NOV2025,VERTRIJK,0.43,0.43,1,SNCB/NMBS,2025-11
22NOV2025,STOCKEM,0.6,0.22,1,SNCB/NMBS,2025-11
17NOV2025,CHAUDFONTAINE,-0.9,-0.9,1,SNCB/NMBS,2025-11
10NOV2025,MOUSTIER-GARAGE,-0.18,-0.18,1,SNCB/NMBS,2025-11
30NOV2025,LINKEBEEK,-0.13,-0.13,1,SNCB/NMBS,2025-11
21NOV2025,MELLE,0.27,0.3,1,SNCB/NMBS,2025-11
21NOV2025,BRUSSEL-ZUID,1.82,3.0,1,SNCB/NMBS,2025-11
19NOV2025,RIVAGE,2.82,2.9,1,SNCB/NMBS,2025-11
18NOV2025,COURRIERE,5.52,5.52,1,SNCB/NMBS,2025-11
18NOV2025,LICHTERVELDE,-0.65,0.13,1,SNCB/NMBS,2025-11
18NOV2025,SCHAARBEEK,7.78,7.78,1,THI-FACT,2025-11
21NOV2025,BALEGEM-ZUID,2.65,2.1,1,SNCB/NMBS,2025-11
05NOV2025,ZICHEM,4.55,4.55,1,SNCB/NMBS,2025-11
22NOV2025,BOECHOUT,1.37,1.63,1,SNCB/NMBS,2025-11
21NOV2025,BRUSSEL-NOORD,-0.5,-0.12,1,SNCB/NMBS,2025-11
03NOV2025,BILZEN,1.82,1.07,1,SNCB/NMBS,2025-11
15NOV2025,VILLERS-LA-VILLE,3.07,3.07,1,SNCB/NMBS,2025-11
13NOV2025,UKKEL-KALEVOET,0.05,0.05,1,SNCB/NMBS,2025-11
25NOV2025,TIENEN,1.07,1.07,1,SNCB/NMBS,2025-11
20NOV2025,SINT-MARIABURG,-0.47,-0.47,1,SNCB/NMBS,2025-11
21NOV2025,BOONDAAL,0.28,1.2,1,SNCB/NMBS,2025-11
19NOV2025,MONS,-2.27,,1,SNCB/NMBS,2025-11
13NOV2025,HARELBEKE,1.17,1.37,1,SNCB/NMBS,2025-11
12NOV2025,HANSBEKE,1.15,1.15,1,SNCB/NMBS,2025-11
06NOV2025,TUBIZE,-1.77,-0.05,1,SNCB/NMBS,2025-11
17NOV2025,SCHAARBEEK,22.48,22.48,1,SNCB/NMBS,2025-11
20NOV2025,MENEN,0.88,0.88,1,SNCB/NMBS,2025-11
20NOV2025,GENT-SINT-PIETERS,-1.9,0.25,1,SNCB/NMBS,2025-11
06NOV2025,HAREN,0.88,0.98,1,SNCB/NMBS,2025-11
06NOV2025,HAM-SUR-SAMBRE,4.68,4.68,1,SNCB/NMBS,2025-11
19NOV2025,BRUSSEL-CONGRES,1.72,1.72,1,SNCB/NMBS,2025-11
24NOV2025,LANDELIES,-0.2,1.2,1,SNCB/NMBS,2025-11
25NOV2025,MELLE,-0.72,-0.72,1,SNCB/NMBS,2025-11
28NOV2025,THIEU,0.52,0.52,1,SNCB/NMBS,2025-11
07NOV2025,ANTWERPEN-BERCHEM,1.88,2.77,1,SNCB/NMBS,2025-11
12NOV2025,KORTENBERG-GOEDEREN,0.07,0.07,1,SNCB/NMBS,2025-11
01NOV2025,HALLE,-1.15,-0.1,1,SNCB/NMBS,2025-11
13NOV2025,THURN EN TAXIS,1.07,0.9,1,SNCB/NMBS,2025-11
06NOV2025,BORNEM,3.27,3.27,1,SNCB/NMBS,2025-11
08NOV2025,YVOIR,0.12,0.3,1,SNCB/NMBS,2025-11
17NOV2025,LIEGE-GUILLEMINS,0.67,0.38,1,SNCB/NMBS,2025-11
20NOV2025,ERPS-KWERPS,-0.23,-0.23,1,SNCB/NMBS,2025-11
10NOV2025,THULIN,0.37,0.72,1,SNCB/NMBS,2025-11
11NOV2025,MOUTERIJ,-0.57,0.17,1,SNCB/NMBS,2025-11
13NOV2025,ANTWERPEN-BERCHEM,0.4,-0.1,1,SNCB/NMBS,2025-11
27NOV2025,LEIGNON,-3.78,-3.78,1,SNCB/NMBS,2025-11
04NOV2025,NEUFCHATEAU,3.92,3.92,1,SNCB/NMBS,2025-11
02NOV2025,YVOIR,0.33,0.53,1,SNCB/NMBS,2025-11
13NOV2025,LIEDEKERKE,2.13,2.13,1,SNCB/NMBS,2025-11
30NOV2025,BRUSSELS AIRPORT - ZAVENTEM,4.27,,1,SNCB/NMBS,2025-11
13NOV2025,HERENT,0.15,0.35,1,SNCB/NMBS,2025-11
15NOV2025,STATTE,-0.53,0.0,1,SNCB/NMBS,2025-11
14NOV2025,HAALTERT,0.13,0.27,1,SNCB/NMBS,2025-11
24NOV2025,LA LOUVIERE-CENTRE,-0.03,0.3,1,SNCB/NMBS,2025-11
22NOV2025,MECHELEN,-1.4,,1,SNCB/NMBS,2025-11
17NOV2025,GENVAL,-1.48,-1.48,1,SNCB/NMBS,2025-11
07NOV2025,ZAVENTEM,-2.25,-2.25,1,SNCB/NMBS,2025-11
19NOV2025,BRUSSELS AIRPORT - ZAVENTEM,4.93,,1,SNCB/NMBS,2025-11
17NOV2025,BRUSSEL-KAPELLEKERK,-0.9,-0.9,1,SNCB/NMBS,2025-11
28NOV2025,VILVOORDE,-0.67,0.23,1,SNCB/NMBS,2025-11
27NOV2025,HENNUYERES,-0.57,-0.57,1,SNCB/NMBS,2025-11
10NOV2025,TESTELT,0.68,0.68,1,SNCB/NMBS,2025-11
14NOV2025,SART-BERNARD,-0.45,0.1,1,SNCB/NMBS,2025-11
01NOV2025,ASSESSE,1.97,1.67,1,SNCB/NMBS,2025-11
17NOV2025,BRUSSEL-KAPELLEKERK,0.62,0.62,1,SNCB/NMBS,2025-11
01NOV2025,ARCADEN,2.6,2.6,1,SNCB/NMBS,2025-11
30NOV2025,RHISNES,-0.75,-0.75,1,SNCB/NMBS,2025-11
24NOV2025,BRUSSEL-NOORD,3.68,2.67,1,SNCB/NMBS,2025-11
26NOV2025,LE CAMPINAIRE,0.0,0.0,1,SNCB/NMBS,2025-11
05NOV2025,ERPS-KWERPS,71.43,71.43,1,SNCB/NMBS,2025-11
05NOV2025,BRUSSEL-CENTRAAL,0.7,0.52,1,SNCB/NMBS,2025-11
14NOV2025,KESSEL,1.43,1.17,1,SNCB/NMBS,2025-11
20NOV2025,MELSELE,-0.47,-0.47,1,SNCB/NMBS,2025-11
06NOV2025,THULIN,0.95,2.6,1,SNCB/NMBS,2025-11
12NOV2025,HAREN,1.82,1.67,1,SNCB/NMBS,2025-11
10NOV2025,BRUSSEL-ZUID,4.25,1.62,1,SNCB/NMBS,2025-11
16NOV2025,ESSEN,0.98,0.0,1,SNCB/NMBS,2025-11
04NOV2025,PHILIPPEVILLE-642,-0.55,-0.55,1,SNCB/NMBS,2025-11
18NOV2025,ANS,10.83,10.83,1,SNCB/NMBS,2025-11
07NOV2025,SCHAARBEEK,-0.17,-0.17,1,SNCB/NMBS,2025-11
30NOV2025,HOVE,1.25,1.25,1,SNCB/NMBS,2025-11
12NOV2025,LIER,1.58,0.17,1,SNCB/NMBS,2025-11
23NOV2025,LA HULPE,6.25,6.05,1,SNCB/NMBS,2025-11
14NOV2025,FARCIENNES,0.55,0.55,1,SNCB/NMBS,2025-11
28NOV2025,BRUSSEL-CENTRAAL,5.53,7.27,1,SNCB/NMBS,2025-11
03NOV2025,MONT-SAINT-GUIBERT,1.0,1.0,1,SNCB/NMBS,2025-11
27NOV2025,BRUSSEL-NOORD,5.12,8.22,1,SNCB/NMBS,2025-11
13NOV2025,TUBIZE,6.05,6.17,1,SNCB/NMBS,2025-11
07NOV2025,HAALTERT,11.75,11.87,1,SNCB/NMBS,2025-11
20NOV2025,VERVIERS-PALAIS,0.92,0.87,1,SNCB/NMBS,2025-11
04NOV2025,LIEGE-CARRE,0.32,1.33,1,SNCB/NMBS,2025-11
10NOV2025,BRUSSEL-CENTRAAL,2.1,3.13,1,SNCB/NMBS,2025-11
04NOV2025,BEERSEL,1.07,1.35,1,SNCB/NMBS,2025-11
01NOV2025,ANTWERPEN-BERCHEM,9.32,9.32,1,THI-FACT,2025-11
22NOV2025,BRUSSEL-CENTRAAL,0.3,1.08,1,SNCB/NMBS,2025-11
05NOV2025,BRAINE-L'ALLEUD,2.07,0.43,1,SNCB/NMBS,2025-11
12NOV2025,LILLOIS,-0.18,0.17,1,SNCB/NMBS,2025-11
09NOV2025,LIEGE-GUILLEMINS,2.42,0.77,1,SNCB/NMBS,2025-11
12NOV2025,IEPER,0.93,0.9,1,SNCB/NMBS,2025-11
05NOV2025,BRUSSEL-CONGRES,0.2,0.2,1,SNCB/NMBS,2025-11
11NOV2025,KALMTHOUT,1.98,1.62,1,SNCB/NMBS,2025-11
07NOV2025,LUTTRE,0.38,1.2,1,SNCB/NMBS,2025-11
02NOV2025,LIEGE-SAINT-LAMBERT,0.52,0.13,1,SNCB/NMBS,2025-11
06NOV2025,MELLE,2.07,2.07,1,SNCB/NMBS,2025-11
03NOV2025,EINE,0.9,0.07,1,SNCB/NMBS,2025-11
20NOV2025,SINT-GENESIUS-RODE,-0.52,-0.52,1,SNCB/NMBS,2025-11
16NOV2025,OTTIGNIES,0.43,0.85,1,SNCB/NMBS,2025-11
28NOV2025,LONDERZEEL,2.28,2.77,1,SNCB/NMBS,2025-11
18NOV2025,SCHULEN,1.68,1.62,1,SNCB/NMBS,2025-11
23NOV2025,CHARLEROI-CENTRAL,-1.88,1.62,1,SNCB/NMBS,2025-11
10NOV2025,KORTENBERG,-0.68,-0.68,1,SNCB/NMBS,2025-11
30NOV2025,LENS,0.2,0.12,1,SNCB/NMBS,2025-11
23NOV2025,BRUSSEL-CENTRAAL,0.95,0.95,1,SNCB/NMBS,2025-11
21NOV2025,LUTTRE,3.13,3.92,1,SNCB/NMBS,2025-11
23NOV2025,CHAPOIS,0.3,0.3,1,SNCB/NMBS,2025-11
23NOV2025,BRUSSEL-NOORD,1.05,1.62,1,SNCB/NMBS,2025-11
07NOV2025,GENVAL,8.27,8.27,1,SNCB/NMBS,2025-11
03NOV2025,KORTENBERG-GOEDEREN,0.45,0.45,1,SNCB/NMBS,2025-11
07NOV2025,ANS,0.73,0.73,1,SNCB/NMBS,2025-11
27NOV2025,PAPIGNIES,2.02,1.55,1,SNCB/NMBS,2025-11
27NOV2025,BILZEN,-0.27,0.27,1,SNCB/NMBS,2025-11
05NOV2025,ANTWERPEN-ZUID,0.42,0.48,1,SNCB/NMBS,2025-11
17NOV2025,MORTSEL,1.4,1.4,1,SNCB/NMBS,2025-11
18NOV2025,LOT,1.78,1.78,1,SNCB/NMBS,2025-11
13NOV2025,BRUSSEL-CENTRAAL,23.93,25.4,1,SNCB/NMBS,2025-11
22NOV2025,HOURAING,2.13,2.68,1,SNCB/NMBS,2025-11
04NOV2025,VERTRIJK,-0.33,-0.33,1,SNCB/NMBS,2025-11
12NOV2025,OPWIJK,0.52,0.98,1,SNCB/NMBS,2025-11
21NOV2025,BALEGEM-ZUID,1.3,1.25,1,SNCB/NMBS,2025-11
07NOV2025,WEZEMAAL,0.35,0.35,1,SNCB/NMBS,2025-11
14NOV2025,JAMBES-EST,0.1,0.1,1,SNCB/NMBS,2025-11
01NOV2025,BRUSSEL-KAPELLEKERK,1.2,1.2,1,SNCB/NMBS,2025-11
22NOV2025,ZOLDER,3.83,4.2,1,SNCB/NMBS,2025-11
30NOV2025,HUY,-0.28,0.65,1,SNCB/NMBS,2025-11
07NOV2025,NIEUWKERKEN-WAAS,-0.18,-0.18,1,SNCB/NMBS,2025-11
20NOV2025,ARCHENNES,-0.18,-0.18,1,SNCB/NMBS,2025-11
13NOV2025,LA HULPE,0.97,0.97,1,SNCB/NMBS,2025-11
10NOV2025,ARCADEN,0.53,0.53,1,SNCB/NMBS,2025-11
07NOV2025,RUISBROEK,1.98,1.98,1,SNCB/NMBS,2025-11
30NOV2025,LOT,3.62,3.77,1,SNCB/NMBS,2025-11
06NOV2025,BRUSSEL-SCHUMAN,0.52,-0.02,1,SNCB/NMBS,2025-11
15NOV2025,MECHELEN,-0.52,0.25,1,SNCB/NMBS,2025-11
13NOV2025,OOSTENDE,0.82,,1,SNCB/NMBS,2025-11
13NOV2025,BRUSSEL-CONGRES,0.0,0.0,1,SNCB/NMBS,2025-11
03NOV2025,PEPINSTER,-0.97,0.23,1,SNCB/NMBS,2025-11
25NOV2025,HAALTERT,2.15,2.27,1,SNCB/NMBS,2025-11
03NOV2025,BUIZINGEN,0.5,0.5,1,SNCB/NMBS,2025-11
10NOV2025,DE HOEK,-0.58,-0.58,1,SNCB/NMBS,2025-11
07NOV2025,COUVIN,1.38,,1,SNCB/NMBS,2025-11
11NOV2025,BRUSSEL-CENTRAAL,-0.05,0.15,1,SNCB/NMBS,2025-11
16NOV2025,ANZEGEM,0.92,0.92,1,SNCB/NMBS,2025-11
16NOV2025,AALTER,-1.52,0.13,1,SNCB/NMBS,2025-11
07NOV2025,WATERLOO,3.55,3.55,1,SNCB/NMBS,2025-11
20NOV2025,HAALTERT,0.97,1.1,1,SNCB/NMBS,2025-11
21NOV2025,HILLEGEM,-0.32,-0.02,1,SNCB/NMBS,2025-11
03NOV2025,POULSEUR,1.07,0.97,1,SNCB/NMBS,2025-11
14NOV2025,EDE,2.47,2.42,1,SNCB/NMBS,2025-11
21NOV2025,VIVILLE,1.3,0.87,1,SNCB/NMBS,2025-11
14NOV2025,ROUX,-0.48,0.05,1,SNCB/NMBS,2025-11
26NOV2025,JEMEPPE-SUR-MEUSE,-0.2,-0.2,1,SNCB/NMBS,2025-11
06NOV2025,SINT-MARIABURG,0.72,0.72,1,SNCB/NMBS,2025-11
21NOV2025,MEISER,-0.28,-0.28,1,SNCB/NMBS,2025-11
27NOV2025,ANGLEUR,0.13,0.13,1,THI-FACT,2025-11
04NOV2025,ACREN,-1.32,0.22,1,SNCB/NMBS,2025-11
19NOV2025,ANTWERPEN-LUCHTBAL,0.67,1.12,1,SNCB/NMBS,2025-11
03NOV2025,MOUSTIER-GARAGE,-0.12,-0.12,1,SNCB/NMBS,2025-11
04NOV2025,VORST-ZUID,1.63,1.63,1,SNCB/NMBS,2025-11
05NOV2025,WESPELAAR-TILDONK,1.83,2.42,1,SNCB/NMBS,2025-11
21NOV2025,EPPEGEM,-0.28,-0.28,1,SNCB/NMBS,2025-11
12NOV2025,JAVA,4.73,4.73,1,SNCB/NMBS,2025-11
17NOV2025,KONTICH-LINT,2.88,2.88,1,SNCB/NMBS,2025-11
27NOV2025,FLEMALLE-ANNEXE,0.53,0.53,1,SNCB/NMBS,2025-11
09NOV2025,WELKENRAEDT,-0.27,0.48,1,SNCB/NMBS,2025-11
28NOV2025,BALEN-WERKPLAATSEN,1.48,1.48,1,SNCB/NMBS,2025-11
07NOV2025,NATOYE,-0.73,-0.73,1,SNCB/NMBS,2025-11
05NOV2025,HAVERSIN,1.07,1.07,1,SNCB/NMBS,2025-11
24NOV2025,FRANIERE,-0.92,0.13,1,SNCB/NMBS,2025-11
22NOV2025,HOVE,1.98,2.23,1,SNCB/NMBS,2025-11
28NOV2025,LEBBEKE,1.0,1.3,1,SNCB/NMBS,2025-11
05NOV2025,BISSEGEM,-0.12,0.4,1,SNCB/NMBS,2025-11
17NOV2025,LIEGE-SAINT-LAMBERT,-1.0,1.23,1,SNCB/NMBS,2025-11
17NOV2025,SINT-GENESIUS-RODE,0.42,0.42,1,SNCB/NMBS,2025-11
05NOV2025,HOURAING,2.42,2.3,1,SNCB/NMBS,2025-11
14NOV2025,SCHELLE,0.1,0.2,1,SNCB/NMBS,2025-11
05NOV2025,BOCKSTAEL,5.18,5.18,1,SNCB/NMBS,2025-11
27NOV2025,SINT-NIKLAAS,-0.27,0.22,1,SNCB/NMBS,2025-11
15NOV2025,BISSEGEM,2.2,2.32,1,SNCB/NMBS,2025-11
29NOV2025,BRUSSEL-CENTRAAL,-0.23,0.47,1,SNCB/NMBS,2025-11
10NOV2025,HILLEGEM,2.92,4.72,1,SNCB/NMBS,2025-11
15NOV2025,DEINZE,-1.0,-0.02,1,SNCB/NMBS,2025-11
19NOV2025,TUBIZE,0.33,0.13,1,SNCB/NMBS,2025-11
08NOV2025,LIEGE-CARRE,4.55,4.82,1,SNCB/NMBS,2025-11
13NOV2025,DAVE-SAINT-MARTIN,6.5,6.33,1,SNCB/NMBS,2025-11
06NOV2025,BRUSSEL-CONGRES,1.33,1.33,1,SNCB/NMBS,2025-11
15NOV2025,ZEDELGEM,1.5,2.0,1,SNCB/NMBS,2025-11
25NOV2025,ESSENE-LOMBEEK,1.75,1.72,1,SNCB/NMBS,2025-11
05NOV2025,HUIZINGEN,2.97,2.77,1,SNCB/NMBS,2025-11
03NOV2025,BRAINE-L'ALLEUD,9.48,10.48,1,SNCB/NMBS,2025-11
19NOV2025,SCHAARBEEK,-2.47,-2.47,1,THI-FACT,2025-11
18NOV2025,HAALTERT,0.5,0.5,1,SNCB/NMBS,2025-11
02NOV2025,YVOIR,-1.33,0.07,1,SNCB/NMBS,2025-11
09NOV2025,LIEGE-SAINT-LAMBERT,2.4,3.0,1,SNCB/NMBS,2025-11
18NOV2025,ANDENNE,0.72,0.78,1,SNCB/NMBS,2025-11
05NOV2025,CEROUX-MOUSTY,9.97,9.97,1,SNCB/NMBS,2025-11
12NOV2025,PONT-DE-SERAING,0.9,0.9,1,SNCB/NMBS,2025-11
13NOV2025,FAUX,0.83,0.83,1,SNCB/NMBS,2025-11
06NOV2025,MECHELEN-NEKKERSPOEL,1.45,1.45,1,SNCB/NMBS,2025-11
21NOV2025,HAMBOS,-0.38,-0.38,1,SNCB/NMBS,2025-11
20NOV2025,VERTRIJK,6.2,6.2,1,SNCB/NMBS,2025-11
02NOV2025,OOSTKAMP,0.73,0.57,1,SNCB/NMBS,2025-11
16NOV2025,AALTER,2.62,2.67,1,SNCB/NMBS,2025-11
14NOV2025,LONZEE,-0.87,-0.87,1,SNCB/NMBS,2025-11
21NOV2025,GENTBRUGGE,3.18,3.18,1,SNCB/NMBS,2025-11
10NOV2025,FAUX,1.58,1.58,1,SNCB/NMBS,2025-11
28NOV2025,DENDERLEEUW,-0.48,0.15,1,SNCB/NMBS,2025-11
18NOV2025,HERENTALS,0.47,-0.05,1,SNCB/NMBS,2025-11
06NOV2025,OTTIGNIES,2.0,,1,SNCB/NMBS,2025-11
28NOV2025,SINT-KATELIJNE-WAVER,4.78,4.78,1,SNCB/NMBS,2025-11
07NOV2025,FLOREFFE,0.85,0.85,1,SNCB/NMBS,2025-11
10NOV2025,DIEGEM,-1.93,-1.93,1,SNCB/NMBS,2025-11
09NOV2025,BRUSSEL-KAPELLEKERK,0.8,0.8,1,SNCB/NMBS,2025-11
22NOV2025,BLANMONT,-0.08,-0.08,1,SNCB/NMBS,2025-11
03NOV2025,RONET,0.7,0.7,1,SNCB/NMBS,2025-11
06NOV2025,HAREN,0.42,0.42,1,SNCB/NMBS,2025-11
16NOV2025,HAACHT-WIJKSPOOR,0.32,0.32,1,SNCB/NMBS,2025-11
17NOV2025,ATHUS,5.77,3.47,1,SNCB/NMBS,2025-11
23NOV2025,LOT,0.77,0.67,1,SNCB/NMBS,2025-11
23NOV2025,HAM-SUR-SAMBRE,-0.1,-0.1,1,SNCB/NMBS,2025-11
30NOV2025,BRUSSEL-NOORD,0.9,0.12,1,SNCB/NMBS,2025-11
27NOV2025,NOSSEGEM,0.15,0.15,1,SNCB/NMBS,2025-11
14NOV2025,ERPS-KWERPS,3.67,3.67,1,SNCB/NMBS,2025-11
06NOV2025,HOLLEKEN,-0.33,-0.33,1,SNCB/NMBS,2025-11
23NOV2025,BRAINE-LE-COMTE,1.12,,1,SNCB/NMBS,2025-11
04NOV2025,KONTICH-LINT,0.37,0.37,1,SNCB/NMBS,2025-11
01NOV2025,WOLFSTEE,-0.1,-0.1,1,SNCB/NMBS,2025-11
13NOV2025,WAVRE,8.22,8.23,1,SNCB/NMBS,2025-11
28NOV2025,BRUSSEL-CONGRES,2.87,2.87,1,THI-FACT,2025-11
27NOV2025,STATTE,2.18,2.03,1,SNCB/NMBS,2025-11
29NOV2025,BEERSEL,3.28,3.03,1,SNCB/NMBS,2025-11
03NOV2025,GONTRODE,0.92,0.55,1,SNCB/NMBS,2025-11
24NOV2025,PONT-DE-SERAING,2.52,2.52,1,SNCB/NMBS,2025-11
08NOV2025,BUIZINGEN,2.8,2.8,1,SNCB/NMBS,2025-11
26NOV2025,KESSEL,1.8,1.8,1,SNCB/NMBS,2025-11
11NOV2025,CHENEE,-3.08,-3.08,1,THI-FACT,2025-11
17NOV2025,SCHAARBEEK-JOSAPHAT,2.57,2.57,1,SNCB/NMBS,2025-11
21NOV2025,LA ROCHE(BRABANT),-0.03,0.38,1,SNCB/NMBS,2025-11
27NOV2025,TUBIZE,9.9,10.98,1,SNCB/NMBS,2025-11
26NOV2025,POPERINGE,3.77,,1,SNCB/NMBS,2025-11
12NOV2025,RIVAGE-MARCHANDISES,2.62,2.62,1,SNCB/NMBS,2025-11
28NOV2025,AISEAU,0.23,0.23,1,SNCB/NMBS,2025-11
24NOV2025,WICHELEN,0.4,0.32,1,SNCB/NMBS,2025-11
11NOV2025,BEVEREN(WAAS),7.33,8.02,1,SNCB/NMBS,2025-11
03NOV2025,ZEDELGEM,1.15,0.72,1,SNCB/NMBS,2025-11
07NOV2025,DENDERMONDE,-0.48,0.37,1,SNCB/NMBS,2025-11
01NOV2025,FORRIERES,0.68,0.68,1,SNCB/NMBS,2025-11
04NOV2025,FLEMALLE-ANNEXE,1.05,1.05,1,SNCB/NMBS,2025-11
19NOV2025,BRUSSEL-CENTRAAL,4.43,4.87,1,SNCB/NMBS,2025-11
29NOV2025,KALMTHOUT,5.03,5.03,1,SNCB/NMBS,2025-11
13NOV2025,NIEUWKERKEN-WAAS,1.58,1.58,1,SNCB/NMBS,2025-11
23NOV2025,LIGNY,0.3,0.3,1,SNCB/NMBS,2025-11
20NOV2025,BRUSSEL-KAPELLEKERK,0.32,0.32,1,SNCB/NMBS,2025-11
10NOV2025,BRAINE-LE-COMTE,-0.72,,1,SNCB/NMBS,2025-11
17NOV2025,BERLAAR,-0.12,-0.12,1,SNCB/NMBS,2025-11
13NOV2025,LOKEREN,0.45,,1,SNCB/NMBS,2025-11
03NOV2025,GENLY,0.97,0.58,1,SNCB/NMBS,2025-11
10NOV2025,KWATRECHT,-0.22,-0.22,1,SNCB/NMBS,2025-11
15NOV2025,MECHELEN,0.87,0.67,1,SNCB/NMBS,2025-11
16NOV2025,BRUSSEL-ZUID,0.52,,1,SNCB/NMBS,2025-11
20NOV2025,ZOTTEGEM,0.3,,1,SNCB/NMBS,2025-11
19NOV2025,MORTSEL,0.78,1.28,1,SNCB/NMBS,2025-11
27NOV2025,CHARLEROI-CENTRAL,-1.08,0.82,1,SNCB/NMBS,2025-11
14NOV2025,SINT-NIKLAAS,1.22,0.08,1,SNCB/NMBS,2025-11
06NOV2025,HASSELT,0.32,,1,SNCB/NMBS,2025-11
01NOV2025,ERQUELINNES,1.73,2.33,1,SNCB/NMBS,2025-11
21NOV2025,DENDERMONDE,4.58,,1,SNCB/NMBS,2025-11
21NOV2025,ERPS-KWERPS,5.13,5.13,1,SNCB/NMBS,2025-11
21NOV2025,HAININ,2.58,2.7,1,SNCB/NMBS,2025-11
02NOV2025,SCHAARBEEK,0.13,0.13,1,SNCB/NMBS,2025-11
10NOV2025,KESSEL,-0.53,-0.53,1,SNCB/NMBS,2025-11
27NOV2025,ZOLDER,8.28,9.02,1,SNCB/NMBS,2025-11
11NOV2025,SCHULEN,-0.85,-0.85,1,SNCB/NMBS,2025-11
23NOV2025,LOKEREN,-0.73,,1,SNCB/NMBS,2025-11
07NOV2025,MONT-SAINT-GUIBERT,10.17,10.17,1,SNCB/NMBS,2025-11
07NOV2025,ZEDELGEM,0.28,-0.08,1,SNCB/NMBS,2025-11
21NOV2025,LOT,0.22,0.22,1,SNCB/NMBS,2025-11
03NOV2025,NAMUR,5.77,4.45,1,SNCB/NMBS,2025-11
13NOV2025,BRUSSEL-CENTRAAL,-0.37,0.63,1,SNCB/NMBS,2025-11
17NOV2025,QUAREGNON,-0.55,-0.55,1,SNCB/NMBS,2025-11
10NOV2025,BOOISCHOT,-0.05,0.02,1,SNCB/NMBS,2025-11
30NOV2025,CARNIERES,-1.9,-1.9,1,SNCB/NMBS,2025-11
13NOV2025,CHARLEROI-OUEST,0.0,0.0,1,SNCB/NMBS,2025-11
12NOV2025,HENNUYERES,1.48,1.42,1,SNCB/NMBS,2025-11
10NOV2025,TORHOUT,0.97,1.12,1,SNCB/NMBS,2025-11
11NOV2025,MECHELEN-NEKKERSPOEL,0.17,0.17,1,SNCB/NMBS,2025-11
29NOV2025,BRUGGE-SINT-PIETERS,1.02,0.88,1,SNCB/NMBS,2025-11
30NOV2025,HOUYET,0.8,0.88,1,SNCB/NMBS,2025-11
20NOV2025,MONT-SAINT-GUIBERT,0.8,0.8,1,SNCB/NMBS,2025-11
20NOV2025,ZONHOVEN,1.7,1.62,1,SNCB/NMBS,2025-11
10NOV2025,KORTRIJK,2.95,0.53,1,SNCB/NMBS,2025-11
17NOV2025,AYE,-2.42,-2.42,1,SNCB/NMBS,2025-11
07NOV2025,MASNUY-SAINT-PIERRE,0.78,0.78,1,SNCB/NMBS,2025-11
17NOV2025,NESSONVAUX,-0.03,-0.03,1,SNCB/NMBS,2025-11
