datdep,ptcar_lg_nm_nl,delay_arr,delay_dep,circ_typ,train_serv,mois
10APR2025,EICHEM,0.37,0.13,1,SNCB/NMBS,2025-04
01APR2025,HAREN-ZUID,0.53,0.53,1,SNCB/NMBS,2025-04
02APR2025,HALLE,1.97,1.97,1,SNCB/NMBS,2025-04
20APR2025,CHENEE,-0.47,0.15,1,SNCB/NMBS,2025-04
20APR2025,RHISNES-SAS,1.78,1.78,1,SNCB/NMBS,2025-04
20APR2025,DENDERMONDE,0.23,0.2,1,SNCB/NMBS,2025-04
11APR2025,EVERE,2.5,1.75,1,SNCB/NMBS,2025-04
04APR2025,MORTSEL-OUDE GOD,56.25,56.25,1,THI-FACT,2025-04
05APR2025,LENS,-0.3,0.15,1,SNCB/NMBS,2025-04
06APR2025,HOVE,0.43,0.43,1,SNCB/NMBS,2025-04
01APR2025,FORCHIES,8.32,8.32,1,SNCB/NMBS,2025-04
24APR2025,BRUSSEL-NOORD,-0.43,0.33,1,SNCB/NMBS,2025-04
01APR2025,ZAVENTEM,2.2,2.2,1,SNCB/NMBS,2025-04
03APR2025,ERBISOEUL,-0.22,-0.22,1,SNCB/NMBS,2025-04
04APR2025,ANTWERPEN-BERCHEM,-0.28,-0.02,1,SNCB/NMBS,2025-04
14APR2025,MECHELEN,0.43,0.6,1,SNCB/NMBS,2025-04
01APR2025,MELSELE,0.73,0.73,1,SNCB/NMBS,2025-04
04APR2025,FLEMALLE-GRANDE,3.3,3.3,1,SNCB/NMBS,2025-04
04APR2025,MELLE,1.87,1.87,1,SNCB/NMBS,2025-04
10APR2025,BRUSSEL-NOORD,3.77,2.05,1,SNCB/NMBS,2025-04
18APR2025,LANDEN,1.92,1.9,1,SNCB/NMBS,2025-04
27APR2025,BIERGES-WALIBI,2.22,-0.03,1,SNCB/NMBS,2025-04
22APR2025,MELSELE,-0.2,-0.2,1,SNCB/NMBS,2025-04
03APR2025,LANDEGEM,0.63,0.63,1,SNCB/NMBS,2025-04
29APR2025,KORTENBERG,4.65,4.53,1,SNCB/NMBS,2025-04
04APR2025,CHENEE,32.73,32.88,1,SNCB/NMBS,2025-04
04APR2025,BRUSSEL-KAPELLEKERK,11.73,11.73,1,SNCB/NMBS,2025-04
08APR2025,ANTWERPEN-BERCHEM,4.22,4.22,1,THI-FACT,2025-04
15APR2025,AYE,-2.87,-2.87,1,SNCB/NMBS,2025-04
10APR2025,AMAY,0.37,0.37,1,SNCB/NMBS,2025-04
29APR2025,HAACHT,-0.02,0.57,1,SNCB/NMBS,2025-04
23APR2025,TILLY,1.27,1.58,1,SNCB/NMBS,2025-04
07APR2025,NINOVE-WIJKSPOOR,0.62,0.62,1,SNCB/NMBS,2025-04
25APR2025,NATOYE,0.63,0.63,1,SNCB/NMBS,2025-04
11APR2025,GROENENDAAL,10.17,10.17,1,SNCB/NMBS,2025-04
13APR2025,MORLANWELZ,0.43,0.37,1,SNCB/NMBS,2025-04
03APR2025,REMICOURT,24.52,24.52,1,SNCB/NMBS,2025-04
26APR2025,KIEWIT,0.97,1.02,1,SNCB/NMBS,2025-04
15APR2025,NOORDERKEMPEN,28.63,28.63,1,THI-FACT,2025-04
28APR2025,BAS-OHA,6.73,6.73,1,SNCB/NMBS,2025-04
19APR2025,KESSEL,1.65,1.63,1,SNCB/NMBS,2025-04
01APR2025,SINAAI,7.4,7.87,1,SNCB/NMBS,2025-04
18APR2025,HEIZIJDE,0.3,-0.13,1,SNCB/NMBS,2025-04
25APR2025,BEVERLO,5.35,4.88,1,SNCB/NMBS,2025-04
22APR2025,LIER,-0.35,0.0,1,SNCB/NMBS,2025-04
16APR2025,BRUSSEL-CONGRES,-0.05,-0.05,1,SNCB/NMBS,2025-04
15APR2025,HAM-SUR-HEURE,1.43,0.65,1,SNCB/NMBS,2025-04
17APR2025,LIMAL,0.38,0.3,1,SNCB/NMBS,2025-04
25APR2025,ASSE,-0.37,-0.03,1,SNCB/NMBS,2025-04
27APR2025,OTTIGNIES,0.2,,1,SNCB/NMBS,2025-04
17APR2025,MELLE,0.82,0.82,1,SNCB/NMBS,2025-04
18APR2025,GENVAL,4.52,5.43,1,SNCB/NMBS,2025-04
14APR2025,BRUGELETTE,-0.22,-0.02,1,SNCB/NMBS,2025-04
17APR2025,EREMBODEGEM,0.88,0.35,1,SNCB/NMBS,2025-04
04APR2025,WETTEREN,-1.08,0.05,1,SNCB/NMBS,2025-04
23APR2025,TILLY-GARAGE,1.63,1.63,1,SNCB/NMBS,2025-04
09APR2025,TIENEN,2.3,1.98,1,SNCB/NMBS,2025-04
16APR2025,YVOIR,1.05,1.13,1,SNCB/NMBS,2025-04
14APR2025,ANTWERPEN-CENTRAAL,2.87,,1,SNCB/NMBS,2025-04
02APR2025,BIERGES-WALIBI,-0.02,0.13,1,SNCB/NMBS,2025-04
09APR2025,KORTENBERG,0.17,0.17,1,SNCB/NMBS,2025-04
04APR2025,DEINZE-WIJKSPOREN,-0.03,-0.03,1,SNCB/NMBS,2025-04
19APR2025,BRUSSEL-NOORD,4.57,3.57,1,SNCB/NMBS,2025-04
02APR2025,LIEDEKERKE,0.35,0.08,1,SNCB/NMBS,2025-04
07APR2025,DRONGEN,-0.95,-0.95,1,SNCB/NMBS,2025-04
23APR2025,DIEGEM,4.98,4.68,1,SNCB/NMBS,2025-04
13APR2025,BRUSSEL-CONGRES,1.17,1.17,1,THI-FACT,2025-04
03APR2025,CHARLEROI-CENTRAL,0.37,,1,SNCB/NMBS,2025-04
18APR2025,BRUSSEL-NOORD,1.43,5.35,1,SNCB/NMBS,2025-04
30APR2025,JEMAPPES,1.07,1.53,1,SNCB/NMBS,2025-04
14APR2025,BEUZET,0.9,0.9,1,SNCB/NMBS,2025-04
27APR2025,BRUSSEL-CONGRES,0.3,0.3,1,SNCB/NMBS,2025-04
17APR2025,HAM-SUR-SAMBRE,-0.35,-0.35,1,SNCB/NMBS,2025-04
23APR2025,BRUSSEL-KAPELLEKERK,15.72,15.72,1,SNCB/NMBS,2025-04
03APR2025,LOKEREN-OOST,5.62,5.62,1,SNCB/NMBS,2025-04
27APR2025,DEINZE,0.48,0.48,1,SNCB/NMBS,2025-04
05APR2025,ETTERBEEK,1.17,1.17,1,SNCB/NMBS,2025-04
17APR2025,MOENSBERG,-0.27,-0.27,1,SNCB/NMBS,2025-04
02APR2025,LIEGE-GUILLEMINS,1.08,0.98,1,SNCB/NMBS,2025-04
24APR2025,MORTSEL-OUDE GOD,-0.7,-0.7,1,SNCB/NMBS,2025-04
14APR2025,OLNE,0.97,0.97,1,SNCB/NMBS,2025-04
04APR2025,SCHAARBEEK,13.75,13.83,1,SNCB/NMBS,2025-04
29APR2025,MARCHIENNE-AU-PONT,-0.17,1.25,1,SNCB/NMBS,2025-04
04APR2025,HERENT,10.07,10.07,1,SNCB/NMBS,2025-04
28APR2025,COURCELLES-MOTTE,4.37,4.08,1,SNCB/NMBS,2025-04
14APR2025,DRONGEN,0.65,0.65,1,SNCB/NMBS,2025-04
05APR2025,SAINT-GHISLAIN,-0.13,0.17,1,SNCB/NMBS,2025-04
13APR2025,SINT-MARIABURG,14.8,14.3,1,SNCB/NMBS,2025-04
20APR2025,GENVAL,-1.48,-1.48,1,SNCB/NMBS,2025-04
22APR2025,KONTICH-LINT,1.32,1.32,1,SNCB/NMBS,2025-04
10APR2025,MARIA-AALTER,-0.08,-0.08,1,SNCB/NMBS,2025-04
22APR2025,VELTEM,-0.03,-0.03,1,SNCB/NMBS,2025-04
09APR2025,CARNIERES,0.38,0.38,1,SNCB/NMBS,2025-04
09APR2025,BRUSSELS AIRPORT - ZAVENTEM,-0.43,,1,SNCB/NMBS,2025-04
17APR2025,BOIS D'AUSSE,-1.07,-1.07,1,SNCB/NMBS,2025-04
28APR2025,NEUFVILLES-GARAGE,-0.27,-0.27,1,SNCB/NMBS,2025-04
25APR2025,IZEGEM,0.73,0.87,1,SNCB/NMBS,2025-04
24APR2025,SCHELLEBELLE,1.55,1.55,1,SNCB/NMBS,2025-04
16APR2025,WICHELEN,0.68,0.65,1,SNCB/NMBS,2025-04
28APR2025,AMPSIN,4.7,4.7,1,SNCB/NMBS,2025-04
17APR2025,SINT-MARTENS-BODEGEM,0.73,2.0,1,SNCB/NMBS,2025-04
01APR2025,ANS,1.13,1.13,1,SNCB/NMBS,2025-04
10APR2025,ZWIJNDRECHT,1.77,1.92,1,SNCB/NMBS,2025-04
26APR2025,MORTSEL-OUDE GOD,-1.35,-1.35,1,SNCB/NMBS,2025-04
24APR2025,LANDEGEM,-0.25,-0.25,1,SNCB/NMBS,2025-04
09APR2025,KAPELLEN-WIJKSPOOR,-0.1,-0.1,1,SNCB/NMBS,2025-04
21APR2025,BRUSSEL-KAPELLEKERK,-0.57,-0.57,1,SNCB/NMBS,2025-04
18APR2025,WETTEREN,1.07,2.17,1,SNCB/NMBS,2025-04
13APR2025,MOUSTIER-GARAGE,-0.5,-0.5,1,SNCB/NMBS,2025-04
20APR2025,BOORTMEERBEEK,3.83,3.3,1,SNCB/NMBS,2025-04
01APR2025,MAFFLE,2.05,1.68,1,SNCB/NMBS,2025-04
08APR2025,MECHELEN-NEKKERSPOEL,-0.47,-0.47,1,SNCB/NMBS,2025-04
03APR2025,BRUSSEL-LUXEMBURG,-0.07,-0.05,1,SNCB/NMBS,2025-04
30APR2025,MARCHIENNE-AU-PONT,-0.52,0.37,1,SNCB/NMBS,2025-04
09APR2025,SINT-NIKLAAS-OOST,3.53,3.53,1,SNCB/NMBS,2025-04
10APR2025,ZEDELGEM,0.43,0.37,1,SNCB/NMBS,2025-04
16APR2025,HARELBEKE,-0.48,-0.48,1,SNCB/NMBS,2025-04
17APR2025,NOSSEGEM,2.8,2.8,1,SNCB/NMBS,2025-04
24APR2025,VORST-ZUID,-0.12,-0.12,1,SNCB/NMBS,2025-04
14APR2025,ANTWERPEN-ZUID,-0.52,-0.52,1,SNCB/NMBS,2025-04
02APR2025,AMPSIN,-0.02,-0.12,1,SNCB/NMBS,2025-04
23APR2025,OTTIGNIES,-0.3,,1,SNCB/NMBS,2025-04
09APR2025,VORST-ZUID,3.38,3.38,1,SNCB/NMBS,2025-04
09APR2025,LOT,0.53,0.53,1,SNCB/NMBS,2025-04
20APR2025,SCHENDELBEKE,0.12,0.17,1,SNCB/NMBS,2025-04
07APR2025,LA LOUVIERE-SUD,0.03,,1,SNCB/NMBS,2025-04
02APR2025,ANTWERPEN-BERCHEM,3.65,2.87,1,SNCB/NMBS,2025-04
13APR2025,THIEU,-0.87,-0.87,1,SNCB/NMBS,2025-04
06APR2025,BRUSSEL-NOORD,1.97,0.52,1,SNCB/NMBS,2025-04
28APR2025,MECHELEN-NEKKERSPOEL,5.38,5.5,1,SNCB/NMBS,2025-04
20APR2025,BEERNEM,-0.78,-0.78,1,SNCB/NMBS,2025-04
22APR2025,MOUTERIJ,0.72,0.72,1,SNCB/NMBS,2025-04
24APR2025,BEVEREN(WAAS),4.72,4.72,1,SNCB/NMBS,2025-04
12APR2025,HOEILAART,3.37,3.37,1,SNCB/NMBS,2025-04
30APR2025,APPELTERRE,0.75,0.55,1,SNCB/NMBS,2025-04
01APR2025,ANTWERPEN-ZUID,2.35,2.1,1,SNCB/NMBS,2025-04
18APR2025,MECHELEN,1.42,1.7,1,SNCB/NMBS,2025-04
26APR2025,OOSTKAMP,12.23,12.23,1,SNCB/NMBS,2025-04
20APR2025,BRUSSEL-CENTRAAL,0.93,0.83,1,SNCB/NMBS,2025-04
23APR2025,ARLON,-0.65,,1,SNCB/NMBS,2025-04
20APR2025,HEIST,0.48,1.48,1,SNCB/NMBS,2025-04
10APR2025,VILVOORDE,-0.17,-0.17,1,SNCB/NMBS,2025-04
07APR2025,MORTSEL,44.23,38.1,1,SNCB/NMBS,2025-04
17APR2025,SAINT-GHISLAIN,1.2,0.4,1,SNCB/NMBS,2025-04
26APR2025,BRUSSEL-CENTRAAL,1.45,1.32,1,SNCB/NMBS,2025-04
01APR2025,AMAY,-0.53,0.0,1,SNCB/NMBS,2025-04
18APR2025,VELTEM,4.75,4.75,1,SNCB/NMBS,2025-04
02APR2025,GHLIN,1.07,1.3,1,SNCB/NMBS,2025-04
18APR2025,FRAIPONT,0.13,0.5,1,SNCB/NMBS,2025-04
17APR2025,HASSELT,-0.13,,1,SNCB/NMBS,2025-04
25APR2025,OTTIGNIES,2.43,2.78,1,SNCB/NMBS,2025-04
17APR2025,POPERINGE,-0.27,,1,SNCB/NMBS,2025-04
28APR2025,PALISEUL,0.73,0.75,1,SNCB/NMBS,2025-04
23APR2025,STOUMONT,-0.43,-0.43,1,SNCB/NMBS,2025-04
20APR2025,OKEGEM,1.23,0.88,1,SNCB/NMBS,2025-04
06APR2025,DENDERMONDE,0.68,0.02,1,SNCB/NMBS,2025-04
29APR2025,MORLANWELZ,-0.42,0.08,1,SNCB/NMBS,2025-04
02APR2025,CEROUX-MOUSTY,-0.37,-0.37,1,SNCB/NMBS,2025-04
03APR2025,BRUSSEL-NOORD,0.67,0.62,1,SNCB/NMBS,2025-04
17APR2025,DIEPENBEEK,0.93,0.9,1,SNCB/NMBS,2025-04
06APR2025,SINT-JORIS-WEERT,3.6,3.6,1,SNCB/NMBS,2025-04
17APR2025,ZELLIK,1.4,1.4,1,SNCB/NMBS,2025-04
30APR2025,SCHAARBEEK,2.02,2.02,1,SNCB/NMBS,2025-04
22APR2025,VERTRIJK,-0.12,1.15,1,SNCB/NMBS,2025-04
01APR2025,DRONGEN,2.02,2.02,1,SNCB/NMBS,2025-04
16APR2025,DE PINTE,-0.88,-0.88,1,SNCB/NMBS,2025-04
26APR2025,LUTTRE,0.07,0.7,1,SNCB/NMBS,2025-04
01APR2025,BRUSSEL-NOORD,0.6,0.82,1,SNCB/NMBS,2025-04
19APR2025,TOURNAI,1.08,1.7,1,SNCB/NMBS,2025-04
16APR2025,HOBOKEN-POLDER,-0.33,-0.38,1,SNCB/NMBS,2025-04
18APR2025,MORTSEL-OUDE GOD,1.48,1.48,1,SNCB/NMBS,2025-04
27APR2025,BRUSSEL-NOORD,0.2,0.65,1,SNCB/NMBS,2025-04
27APR2025,CHATELET,-2.7,0.05,1,SNCB/NMBS,2025-04
04APR2025,MERELBEKE,2.57,2.57,1,SNCB/NMBS,2025-04
07APR2025,NEUFVILLES-GARAGE,1.92,1.92,1,SNCB/NMBS,2025-04
26APR2025,BALEGEM-ZUID,9.35,9.27,1,SNCB/NMBS,2025-04
11APR2025,TIENEN,0.05,0.33,1,SNCB/NMBS,2025-04
17APR2025,DIESDELLE,-0.63,0.23,1,SNCB/NMBS,2025-04
18APR2025,JAVA,2.5,2.5,1,SNCB/NMBS,2025-04
18APR2025,ZAVENTEM,0.08,1.22,1,SNCB/NMBS,2025-04
08APR2025,OBOURG-MARCHANDISES,-0.3,-0.3,1,SNCB/NMBS,2025-04
16APR2025,ERNAGE,1.33,1.08,1,SNCB/NMBS,2025-04
09APR2025,BRUSSEL-NOORD,-0.68,-0.68,1,THI-FACT,2025-04
26APR2025,LAUWE,-1.07,-1.07,1,SNCB/NMBS,2025-04
28APR2025,LOKEREN-OOST,0.32,0.32,1,SNCB/NMBS,2025-04
27APR2025,BRAINE-LE-COMTE,-2.1,0.62,1,SNCB/NMBS,2025-04
04APR2025,BAASRODE-ZUID,1.42,1.75,1,SNCB/NMBS,2025-04
09APR2025,THULIN,0.55,0.95,1,SNCB/NMBS,2025-04
09APR2025,AALTER,-0.15,0.2,1,SNCB/NMBS,2025-04
21APR2025,ANTWERPEN-LUCHTBAL,-3.65,-3.65,1,THI-FACT,2025-04
22APR2025,BRUSSEL-CENTRAAL,-0.48,1.02,1,SNCB/NMBS,2025-04
12APR2025,OTTIGNIES,4.05,,1,SNCB/NMBS,2025-04
13APR2025,TILLY,3.25,3.25,1,SNCB/NMBS,2025-04
03APR2025,SINT-GILLIS(DENDERMONDE),-0.72,-0.72,1,SNCB/NMBS,2025-04
10APR2025,DENDERLEEUW,-0.1,,1,SNCB/NMBS,2025-04
06APR2025,ROCHEFORT-JEMELLE,-5.47,-5.47,1,SNCB/NMBS,2025-04
13APR2025,EPPEGEM,0.98,0.98,1,SNCB/NMBS,2025-04
23APR2025,MOUSTIER-GARAGE,1.05,1.05,1,SNCB/NMBS,2025-04
20APR2025,MECHELEN-NEKKERSPOEL,-3.25,-3.25,1,SNCB/NMBS,2025-04
11APR2025,BORDET,0.8,2.27,1,SNCB/NMBS,2025-04
30APR2025,MARCHIENNE-AU-PONT,-0.98,0.13,1,SNCB/NMBS,2025-04
02APR2025,FLEMALLE-HAUTE,0.27,,1,SNCB/NMBS,2025-04
28APR2025,JURBISE,0.77,0.6,1,SNCB/NMBS,2025-04
21APR2025,BRUSSEL-CENTRAAL,-0.27,0.05,1,SNCB/NMBS,2025-04
11APR2025,GENT-SINT-PIETERS,-1.88,0.32,1,SNCB/NMBS,2025-04
08APR2025,OTTIGNIES,26.08,20.43,1,SNCB/NMBS,2025-04
11APR2025,LINKEBEEK,3.62,3.37,1,SNCB/NMBS,2025-04
07APR2025,BRUSSEL-CENTRAAL,2.0,2.75,1,SNCB/NMBS,2025-04
23APR2025,UKKEL-STALLE,0.07,0.07,1,SNCB/NMBS,2025-04
18APR2025,HENNUYERES-GARAGE,1.33,1.33,1,SNCB/NMBS,2025-04
09APR2025,PUURS,0.0,0.02,1,SNCB/NMBS,2025-04
09APR2025,HENNUYERES,0.45,0.45,1,SNCB/NMBS,2025-04
07APR2025,DENDERLEEUW,12.3,13.23,1,SNCB/NMBS,2025-04
18APR2025,LIER,0.63,0.18,1,SNCB/NMBS,2025-04
28APR2025,TROIS-PONTS,2.67,2.93,1,SNCB/NMBS,2025-04
10APR2025,BRUSSEL-CONGRES,2.68,2.68,1,SNCB/NMBS,2025-04
22APR2025,HOFSTADE,-0.4,0.03,1,SNCB/NMBS,2025-04
16APR2025,BEERNEM,0.88,0.88,1,SNCB/NMBS,2025-04
08APR2025,BRUGGE,0.75,0.2,1,SNCB/NMBS,2025-04
30APR2025,MELLE,0.3,0.3,1,SNCB/NMBS,2025-04
23APR2025,ANTWERPEN-BERCHEM,1.23,2.02,1,SNCB/NMBS,2025-04
12APR2025,WIJGMAAL,-0.2,0.2,1,SNCB/NMBS,2025-04
25APR2025,NEUFVILLES,-0.55,-0.55,1,SNCB/NMBS,2025-04
01APR2025,BUIZINGEN,14.63,14.78,1,SNCB/NMBS,2025-04
30APR2025,HERZELE,-0.02,0.08,1,SNCB/NMBS,2025-04
30APR2025,BRUSSEL-KAPELLEKERK,6.38,6.38,1,SNCB/NMBS,2025-04
21APR2025,DUFFEL,-1.1,-1.1,1,SNCB/NMBS,2025-04
24APR2025,BEAURAING,5.83,5.43,1,SNCB/NMBS,2025-04
15APR2025,ANTWERPEN-BERCHEM,-0.87,-0.18,1,SNCB/NMBS,2025-04
15APR2025,ERQUELINNES,-0.37,,1,SNCB/NMBS,2025-04
18APR2025,FLEMALLE-ANNEXE,0.75,0.75,1,SNCB/NMBS,2025-04
10APR2025,DENDERLEEUW,0.57,1.32,1,SNCB/NMBS,2025-04
02APR2025,MERELBEKE,3.08,3.08,1,SNCB/NMBS,2025-04
15APR2025,HALLE,-0.12,0.63,1,SNCB/NMBS,2025-04
03APR2025,DELTA,-0.9,0.07,1,SNCB/NMBS,2025-04
24APR2025,MENEN,1.87,1.87,1,SNCB/NMBS,2025-04
04APR2025,SCHAARBEEK-JOSAPHAT,0.95,0.95,1,SNCB/NMBS,2025-04
01APR2025,ANGLEUR,6.15,5.93,1,SNCB/NMBS,2025-04
08APR2025,DUFFEL,-0.27,-0.27,1,THI-FACT,2025-04
23APR2025,BRUSSEL-CONGRES,1.18,1.18,1,SNCB/NMBS,2025-04
04APR2025,MANAGE,0.5,-0.03,1,SNCB/NMBS,2025-04
19APR2025,GENT-SINT-PIETERS,-1.62,,1,SNCB/NMBS,2025-04
05APR2025,LA LOUVIERE-GARE INDUSTRIELLE,-1.08,-1.08,1,SNCB/NMBS,2025-04
14APR2025,HERENT,-0.4,-0.4,1,SNCB/NMBS,2025-04
28APR2025,COURCELLES-MOTTE,-0.83,-0.83,1,SNCB/NMBS,2025-04
07APR2025,SINT-KATELIJNE-WAVER,-0.13,-0.13,1,SNCB/NMBS,2025-04
26APR2025,FLEMALLE-GRANDE,-0.23,-0.23,1,SNCB/NMBS,2025-04
20APR2025,SCHAARBEEK,0.1,0.1,1,SNCB/NMBS,2025-04
10APR2025,GENT-SINT-PIETERS,3.57,4.48,1,SNCB/NMBS,2025-04
28APR2025,BRUSSEL-CENTRAAL,2.37,3.25,1,SNCB/NMBS,2025-04
06APR2025,SCHULEN,1.83,1.83,1,SNCB/NMBS,2025-04
08APR2025,MORTSEL-OUDE GOD,4.22,4.22,1,SNCB/NMBS,2025-04
12APR2025,BRUSSEL-NOORD,-0.12,0.5,1,SNCB/NMBS,2025-04
22APR2025,HAREN-ZUID,0.42,0.42,1,SNCB/NMBS,2025-04
03APR2025,HILLEGEM,0.8,0.88,1,SNCB/NMBS,2025-04
21APR2025,GERAARDSBERGEN,0.4,0.6,1,SNCB/NMBS,2025-04
25APR2025,MORTSEL,0.55,0.55,1,SNCB/NMBS,2025-04
27APR2025,SINT-DENIJS-BOEKEL,0.3,0.3,1,SNCB/NMBS,2025-04
10APR2025,ANTWERPEN-CENTRAAL,-0.05,,1,SNCB/NMBS,2025-04
09APR2025,MECHELEN,3.33,3.25,1,SNCB/NMBS,2025-04
30APR2025,BRUSSEL-KAPELLEKERK,2.38,2.38,1,SNCB/NMBS,2025-04
28APR2025,CHARLEROI-CENTRAL,1.0,0.45,1,SNCB/NMBS,2025-04
17APR2025,BRUSSEL-CONGRES,6.98,6.98,1,SNCB/NMBS,2025-04
24APR2025,BRUSSEL-CONGRES,0.72,0.72,1,SNCB/NMBS,2025-04
21APR2025,JAMIOULX,14.87,14.67,1,SNCB/NMBS,2025-04
06APR2025,SCHAARBEEK,-0.15,-0.15,1,SNCB/NMBS,2025-04
01APR2025,LONZEE,3.03,3.03,1,SNCB/NMBS,2025-04
10APR2025,ANSEREMME,7.18,6.18,1,SNCB/NMBS,2025-04
04APR2025,HERENTALS,1.1,0.48,1,SNCB/NMBS,2025-04
30APR2025,WEZEMAAL,2.25,2.32,1,SNCB/NMBS,2025-04
09APR2025,RUISBROEK,0.35,0.35,1,SNCB/NMBS,2025-04
16APR2025,BRUSSEL-NOORD,3.25,2.68,1,SNCB/NMBS,2025-04
04APR2025,FLAWINNE,-0.1,-0.1,1,SNCB/NMBS,2025-04
22APR2025,KINKEMPOIS-RELAIS,-0.53,-0.53,1,SNCB/NMBS,2025-04
23APR2025,DOLHAIN-GILEPPE,-0.05,-0.05,1,SNCB/NMBS,2025-04
19APR2025,BRUSSEL-KAPELLEKERK,0.2,0.2,1,SNCB/NMBS,2025-04
04APR2025,ZAVENTEM,1.18,1.18,1,SNCB/NMBS,2025-04
03APR2025,ANTOING,1.28,1.28,1,SNCB/NMBS,2025-04
01APR2025,KAPELLE-OP-DEN-BOS,1.62,1.62,1,SNCB/NMBS,2025-04
02APR2025,WEZEMAAL,0.72,0.85,1,SNCB/NMBS,2025-04
21APR2025,BRUSSEL-CONGRES,2.78,2.78,1,SNCB/NMBS,2025-04
23APR2025,LIBRAMONT,0.3,,1,SNCB/NMBS,2025-04
03APR2025,HOVE,5.15,5.15,1,SNCB/NMBS,2025-04
14APR2025,VIVILLE,-0.97,-0.97,1,SNCB/NMBS,2025-04
01APR2025,GENT-DAMPOORT,5.85,5.02,1,SNCB/NMBS,2025-04
13APR2025,LEMBEEK,-0.63,-0.63,1,SNCB/NMBS,2025-04
07APR2025,DOLHAIN-GILEPPE,1.37,1.37,1,SNCB/NMBS,2025-04
20APR2025,BRUSSEL-WEST,0.25,0.15,1,SNCB/NMBS,2025-04
06APR2025,FLOREE,0.2,0.2,1,SNCB/NMBS,2025-04
20APR2025,PAPIGNIES,0.48,0.17,1,SNCB/NMBS,2025-04
28APR2025,UKKEL-STALLE,-1.05,-1.05,1,SNCB/NMBS,2025-04
23APR2025,HENNUYERES,0.52,0.52,1,SNCB/NMBS,2025-04
30APR2025,ERPS-KWERPS,-0.43,-0.15,1,SNCB/NMBS,2025-04
30APR2025,VERVIERS-PALAIS,20.33,20.02,1,SNCB/NMBS,2025-04
30APR2025,SCHAARBEEK,26.38,26.53,1,SNCB/NMBS,2025-04
04APR2025,BOUWEL,-0.73,-0.73,1,SNCB/NMBS,2025-04
21APR2025,SINAAI,0.07,0.07,1,SNCB/NMBS,2025-04
24APR2025,HEVER,-0.38,-0.38,1,SNCB/NMBS,2025-04
30APR2025,ANTWERPEN-ZUID,3.27,5.12,1,SNCB/NMBS,2025-04
28APR2025,BERLAAR,3.02,3.02,1,SNCB/NMBS,2025-04
28APR2025,OOSTKAMP,23.33,23.33,1,SNCB/NMBS,2025-04
14APR2025,NOORDERKEMPEN,7.1,7.1,1,THI-FACT,2025-04
07APR2025,LOKEREN-OOST,-0.18,-0.18,1,SNCB/NMBS,2025-04
27APR2025,NOORDERKEMPEN,-0.57,0.9,1,SNCB/NMBS,2025-04
06APR2025,TILLY,2.13,2.13,1,SNCB/NMBS,2025-04
25APR2025,GHLIN,1.0,1.0,1,SNCB/NMBS,2025-04
16APR2025,BRUSSEL-CONGRES,0.05,0.05,1,SNCB/NMBS,2025-04
21APR2025,ATHUS,0.18,,1,SNCB/NMBS,2025-04
20APR2025,LIEGE-SAINT-LAMBERT,0.1,0.13,1,SNCB/NMBS,2025-04
12APR2025,BRUSSEL-KAPELLEKERK,25.75,25.75,1,SNCB/NMBS,2025-04
30APR2025,SIMONIS,0.18,0.17,1,SNCB/NMBS,2025-04
14APR2025,COUILLET,0.42,0.37,1,SNCB/NMBS,2025-04
10APR2025,ZELLIK,3.48,3.48,1,SNCB/NMBS,2025-04
27APR2025,LIEGE-CARRE,2.97,2.87,1,SNCB/NMBS,2025-04
22APR2025,MELLE,-0.2,-0.2,1,SNCB/NMBS,2025-04
02APR2025,PEPINSTER,-0.33,-0.33,1,SNCB/NMBS,2025-04
29APR2025,LOKEREN,10.57,10.12,1,SNCB/NMBS,2025-04
10APR2025,MASNUY-SAINT-PIERRE,0.52,0.52,1,SNCB/NMBS,2025-04
04APR2025,GENT-SINT-PIETERS,1.05,0.58,1,SNCB/NMBS,2025-04
25APR2025,BRUSSEL-ZUID,3.22,,1,SNCB/NMBS,2025-04
16APR2025,SCHAARBEEK,0.42,0.42,1,SNCB/NMBS,2025-04
18APR2025,BOCKSTAEL,2.57,2.57,1,SNCB/NMBS,2025-04
23APR2025,MORTSEL,0.77,0.77,1,SNCB/NMBS,2025-04
10APR2025,BLANMONT,7.8,7.8,1,SNCB/NMBS,2025-04
21APR2025,LOKEREN-OOST,0.03,0.03,1,SNCB/NMBS,2025-04
20APR2025,CINEY,-0.05,0.15,1,SNCB/NMBS,2025-04
23APR2025,HEIST-OP-DEN-BERG,4.45,4.57,1,SNCB/NMBS,2025-04
25APR2025,MARBEHAN,0.53,0.1,1,SNCB/NMBS,2025-04
08APR2025,WOLFSTEE,0.03,0.03,1,SNCB/NMBS,2025-04
30APR2025,PECROT,3.92,3.92,1,SNCB/NMBS,2025-04
04APR2025,ERNAGE,-0.45,-0.45,1,SNCB/NMBS,2025-04
11APR2025,WATERLOO,11.28,11.05,1,SNCB/NMBS,2025-04
25APR2025,IDDERGEM,-0.07,0.08,1,SNCB/NMBS,2025-04
19APR2025,MARCHE-LEZ-ECAUSSINNES,-0.12,-0.12,1,SNCB/NMBS,2025-04
17APR2025,MERELBEKE,2.05,1.92,1,SNCB/NMBS,2025-04
18APR2025,NESSONVAUX,0.18,0.18,1,SNCB/NMBS,2025-04
15APR2025,NAMUR,5.03,6.82,1,SNCB/NMBS,2025-04
